"","word","A2AEA24UF8Z47U","A37PQ1206C9RZP","A38UOBWJF4WFGG","AO8HNJRGZQD0A","A2N5QS96KRPFVO","A7LIT8S8LGRAH","A1SVVVJWT7H51V","AVG2BI8CS5YKX","A40F6EHXE5HXU","A1FJ2AUFVA4PIW","A2PURNW8W7L0LT","A3U3DA0O35IORB","A2LFVSF501ZT5W","A3S82OHUGFBR7L","A7MOPEHSUGVQ","A29FWCDRAWIM8K","A1M7SLIGEI3IH5","A36S7XIINCHR8R","A1P8M5BKOTAA8I","A2V1ZN7OXOH7J4","A2VAMUTJ9WGI4P","AP0ABE3ZSEGPC","A33V10XAI3IWXS","A2FZ90AHSTSHXA","A2TJHKHM8T2SV3","AWZ3AH7JH0DRO","A253Q11TZPQPIZ","A3GYYRNHP635XM","AWMGC78CSF6YL","A3CT5E0WZJL8PG","ACPUTK2MNMYHB","A3O1NDWT4BXNX4","A2XYF4PPQETJYX","A29Y6BVD19FBAE","AHP7FGH4N2TX5","A3S3YW6II31OZV","A3ULFB0PQ1471E","AKEZ83FQITFD8","A13YITU82HLBRK","A289P9QG98HRAZ","A2MSCP411YP41Q","AMYL22GHCON9A","A1INWCFGQI236V","A2O7F23PZP1T9B","A2JKCS6UCAUARS","A1S8D4HVA9HI0X","A279TEENVAAZNB","A3NOO9K3CY1YU5","A2BNOEYZ3VRW2R","A98XHW6B1VSSQ","A2068Z6G94OAGH","A1JGQHSSW8L24P","A3EQVDHHKZRC0K","A3P9YDDTO87QGZ","A2MVFSJBKHUPH9","A2XJRU950S5J87","A3GLUDQZGEJL5G","A36JU4ZU054BRK","ASOBUAZ0IQYSJ","A5U9HUMS31DIR","ACUXGYJAQUZAE","A2UODR1DE3DXTT","A1WURYN1U64Y1T","A3ALSJWTGWPVN8","ALE5RDP8XZL3","A3BFHFBYDCCIGV","A1J8TVICSRC70W","ACB0CSL0QMRGQ","A1WNHQEMEHNCPT","A3RILJPBGAOWN4","A2JRWVPVWD1KAS","A11C7PRG75IWO0","A1DQ7T6BB0VJDP","A38NIARZOSEVUG","A3VKJDJVRTFA1A","A2I6WWFA5KE0MS","AEUGCBFJPU0MX","A2U750ON775R3L","A3CWWX1NWA00S3","A2BJELRJ9N4NA5","A11AUVZ4MCA7VU","A1VXGA62J77RO","ABMVPQ5CQFHGS","AZACM8ZW3MN8N","A32WFJGJ0VUKOO","A312SMYBQW6E0W","A2EB58DNAYBZTM","A2VG5S4UL5UGRS","A1X55V63BZ8MKL","A7ZNPY1T3SX8I","A1I02VZ07MZB7F"
"657","he",233.786668212762,-2.902951659536,32.3296581960032,-86.041320070534,-1.78532762736798,-14.9673615995584,-28.9252151496692,-105.443056294299,-55.5724857149575,-39.2452880558176,-45.7963810606256,17.5609687487071,-14.8254994355357,-2.86884519035834,-30.3960768404366,-78.8718342385714,-125.643444446971,21.0904446938184,-204.945838879833,-35.7080780574029,2.7088253647875,-13.6733191238702,47.339239868085,-26.0206546525022,54.3872358878608,-5.15107074753982,13.1949740538663,-25.1886752295648,-41.3777208756147,-41.7687559399068,10.55493387316,-84.5941542488197,-62.3047523027395,13.2417776985361,0.756239531113312,7.08497744498344,56.653514117463,-10.1429881081843,-42.8258727950027,-180.174474817747,-46.0152133287768,-51.3064323910927,-32.1385790170337,-29.0618206987588,-11.942655303061,-4.91097132927293,-32.3442455726233,23.9115064738509,130.948076560727,14.7325974593705,-6.55859995981999,-4.67849983740208,-59.1924571124875,15.3501972565833,16.9345491708705,2.83418819022142,28.1338757300804,-80.1222471248153,13.8466755699745,-116.804135842532,-16.5881749512785,-6.11822809387454,-19.3658917614013,NA,-60.8902949993624,-22.7288600051042,-33.5699879331885,-16.9024479744276,27.4872104374798,-19.7284231633303,-47.5202098831836,-24.242019466998,-14.2992311076946,-9.53386258877599,NA,-71.6450063602979,-32.0900276269841,-36.7202794518282,10.9207853707079,-27.2503720755378,20.976343319119,-43.9950783663103,-95.158109812107,NA,-11.8759257627938,NA,NA,NA,NA,32.7876335799425,NA
"658","was",-75.6048118767842,-39.7855591533724,-26.6275385944926,-82.7348362607517,-4.34089744831083,-55.5157864519863,-37.9882711575877,-96.3762106799599,10.0549486208762,154.793330188581,-81.2508304703846,-56.0019535523729,-26.2171799505047,-78.2278238748839,-54.7345933293194,-80.6705396453113,132.600609224565,-36.9825706962406,-115.044503092989,-14.8101426217878,-7.76842001546635,-18.3690145266666,22.8443941749534,-35.8978604117401,7.38359393509663,-41.3655472910203,9.20604403358667,-20.2691761309,-2.34996122481194,-63.3415747975387,-34.1417689200739,-104.752293795632,-86.9353986281225,5.66492226098519,-69.3538147802019,-49.6138765671273,-133.0300269341,-10.7164383229252,-45.037350099471,-126.984452334269,30.5348634404498,-46.4766859732807,-7.78852794752704,-41.6630033686484,-20.234011309519,-74.2785386063323,-4.07343991994701,77.4392785832207,-86.0601460928702,-12.6570375180004,-18.5578475435785,-54.8837923196755,-77.6536718467084,8.2934976960004,-16.6032701954875,-2.78186753635292,114.96357292183,9.28716815639151,42.0261387866734,-120.090052154306,1061.48598582096,129.913007630371,-7.70839266720176,NA,-68.9538305587196,-13.6510858857069,-3.85039286450067,-22.1482973449018,-9.44770165040598,-3.58574921932552,-68.4791688615695,-9.97468909730925,31.3853518397088,3.47848668080685,NA,-38.6366035945129,-21.8557813420393,-79.5202054045155,-45.4646293987452,-3.5639004331011,14.140460712285,-28.3868851696995,1.33044645470232,NA,-5.1711791073224,NA,NA,NA,NA,-13.9620067817509,NA
"659","hard",-164.996291966331,-44.6681666472088,-35.5847353849885,-74.4283524509694,16.1035327307463,-82.0642113044142,-30.0513271655062,-96.309365065621,-194.31761704329,-74.1680515670195,-96.7052798801436,-116.564875853453,82.3911395345263,-59.5868025594095,NA,-58.4692450520512,-158.155337103899,-71.0555860862996,-120.143167306145,-9.91220718617269,12.7543346042798,-20.0647099294631,-81.6504515181782,-53.775066170978,-9.62004801766751,-7.5800238345008,9.21711401330702,-39.3496770322352,-2.32220157400921,-52.9143936551707,-8.83847171330787,-63.9104333424453,-81.5660449535055,-5.91193317656574,0.536130908482899,-40.3127305792381,-102.713567985664,4.71011146233384,-61.2488274039394,-233.794429850791,14.0849402096764,-73.6469395554687,216.56152312198,-61.264186038538,-12.5253673159769,-50.6461058833917,-30.8026342672707,62.9670506925905,-60.0683687464671,13.9533275046287,29.4429048726629,-32.0890848019489,-103.114886580929,-15.7632018645825,-33.1410895618456,-16.3979232629272,-65.20672988642,-50.3034165624016,-48.7943979966278,-124.375968466081,96.5601465932051,80.9442433546163,-29.0508935730023,NA,-57.0173661180767,-34.5733117663096,-37.1307977958128,-26.3941467153761,-30.3826137382917,4.55692472467921,-81.4381278399554,-16.7073587276205,-13.9300652128878,-31.5091640496103,NA,-45.6282008287279,20.3784649429055,-74.3201313572028,-25.8500441681983,-13.8774287906644,34.3045781054511,-36.7786919730888,-83.1809972784883,NA,-6.466432451851,NA,NA,NA,NA,-7.7116471434443,NA
"660","to",-106.213331787238,-64.902951659536,-4.67034180399677,-110.041320070534,14.214672372632,-65.9673615995584,-5.92521514966919,-123.443056294299,44.4275142850425,-23.2452880558176,-85.7963810606256,-59.439031251293,-34.8254994355357,-11.8688451903583,372.603923159563,9.12816576142865,-163.643444446971,-26.9095553061816,-188.945838879833,20.2919219425971,-13.2911746352125,1.32668087612981,-22.660760131915,-34.0206546525022,23.3872358878608,-15.1510707475398,-3.80502594613368,-25.1886752295648,-8.37772087561467,-34.7687559399068,3.55493387316005,-59.5941542488197,-72.3047523027395,6.24177769853612,-9.24376046888669,0.0849774449834399,-104.346485882537,-26.1429881081843,-42.8258727950027,-197.174474817747,-12.0152133287768,-75.3064323910927,-16.1385790170337,-51.0618206987588,12.057344696939,-65.9109713292729,-32.3442455726233,NA,-99.0519234392734,-4.26740254062946,3.44140004018001,-23.6784998374021,-76.1924571124875,14.3501972565833,-46.0654508291295,-13.1658118097786,-29.8661242699196,-30.1222471248153,28.8466755699745,-7.80413584253207,-21.5881749512785,9.88177190612546,-26.3658917614013,NA,221.109705000638,-22.7288600051042,-17.5699879331885,-11.9024479744276,-20.5127895625202,-19.7284231633303,111.479790116816,-7.242019466998,-15.2992311076946,6.46613741122401,NA,-21.6450063602979,-40.0900276269841,-20.7202794518282,-16.0792146292921,-10.2503720755378,52.976343319119,-11.9950783663103,-63.158109812107,NA,-4.87592576279381,NA,NA,NA,NA,-28.2123664200575,NA
"661","see.",915.003708033669,-45.6681666472088,-60.5847353849885,-89.4283524509694,-38.8964672692537,-65.0642113044142,0.948672834493757,-155.309365065621,55.6823829567099,19.8319484329805,173.294720119856,-22.5648758534529,2.3911395345263,-107.58680255941,318.926890181798,-34.4692450520512,171.844662896101,-119.0555860863,-91.1431673061454,-1.91220718617269,13.7543346042798,-68.0647099294631,-31.6504515181782,-85.775066170978,-9.62004801766751,-17.5800238345008,7.21711401330702,202.650322967765,-30.3222015740092,-84.9143936551707,-2.83847171330787,64.0895666575547,-63.5660449535054,4.08806682343426,250.536130908483,230.687269420762,-56.7135679856639,-11.2898885376662,-33.2488274039394,-167.794429850791,87.0849402096764,-81.6469395554687,-23.4384768780203,-32.264186038538,123.474632684023,-81.6461058833917,0.197365732729297,11.9670506925905,-28.0683687464671,-13.0466724953713,9.44290487266292,-7.08908480194887,4.88511341907068,54.2367981354175,29.8589104381544,-7.39792326292725,-0.206729886419961,-40.3034165624016,127.205602003372,-29.3759684660807,180.560146593205,25.9442433546163,-15.0508935730023,NA,-29.0173661180767,-35.5733117663096,10.8692022041872,1.60585328462391,56.6173862617083,-3.44307527532079,-198.438127839955,-18.7073587276205,31.0699347871122,-47.5091640496103,NA,154.371799171272,-35.6215350570945,13.6798686427972,-39.8500441681983,-20.8774287906644,-26.6954218945489,-12.7786919730888,135.819002721512,NA,-5.466432451851,NA,NA,NA,NA,-29.7116471434443,NA
"662","'What's",-173.170732234971,-32.315989128718,-90.456325756476,-82.5089010216225,16.4368232679178,51.2905141383021,-82.2404951892618,85.8911717773957,-77.435314035789,-26.0521968338223,-123.068628109421,-138.253642756693,-31.7839020103807,64.3362613870137,47.9113407151497,-39.865361272271,98.5768239107109,-29.2746322564765,-96.4391599456136,-27.2184008793274,-21.6774015364817,35.8482038621475,69.865011402427,NA,18.3690261240401,-36.2234534649422,2.25032395246807,12.4088202637592,142.761077378399,-116.632850228067,0.0714199069902524,-42.3848519828838,340.542016070346,-5.64249948921854,-129.794032025463,-1.40929261557047,-67.7641911403543,-28.0102391818889,24.1167406826555,-166.224362400357,-53.2648294826438,-83.1577003020328,-14.3883236695003,-4.06773404820682,50.6005646646493,-40.7488077145698,-19.9902173092418,99.5503670206998,52.9069632927422,-2.21557742748406,3.44516212138728,3.29503775123095,-33.4985307835921,-6.93330054633125,-6.75454766091962,-17.2460904426502,-22.7176383111705,-8.07517071878109,-97.2560083465312,-55.2337174014037,-34.2173710900694,28.0379505273525,3.92160370959624,NA,-84.2079727961482,-37.3399894081176,2.02798741025066,-28.1316948267989,11.812649998051,-11.0150534433066,196.684995224887,-23.9053676185542,244.123683629322,15.5278837591382,NA,-96.6029925313729,242.08120379774,-10.7199092152648,48.9937115234424,-8.81801386335427,-54.2030697150508,194.045887616744,-119.71532847806,NA,-4.35219248543679,NA,NA,NA,NA,-22.9605682285244,NA
"663","wrong",-174.387772055877,-82.5507741410452,-60.5419321754843,-103.121868641187,-24.4520370901965,-66.6126361568421,-81.1143831734248,27.7574805487179,-28.6901827074564,-52.1294333226204,-122.159729289903,-51.1277981545328,-39.0005409804427,-15.9457812439351,-42.4116263070848,-12.2679504587911,100.088716567638,-89.1286014763585,-114.241831519301,-29.0142717505576,5.27708922402596,-5.76040533225956,53.8547027886902,120.347728069784,-10.6236899704317,-23.7945003779813,23.2281839930274,66.5698220664296,-44.2944419232065,12.5127874871973,-3.53517450654183,-94.0685728892581,-104.196691278888,12.5112113858833,-9.5739234028323,82.9884154086511,-115.397109037227,-28.8633387524071,-13.4603047084078,-195.604407367313,185.635016978903,-68.8171931376567,0.911574191486349,-59.8653687084276,-52.8167233224349,4.98632683954894,-39.5318286145944,16.4948228019602,13.923408599936,21.5636925272578,-12.5563427110956,0.705622715777737,-85.5761013151503,118.180098574835,-19.6789089282036,-6.01397898950158,50.6229673053299,-49.8940012811948,-91.6149347799289,-95.6618847778551,-53.365692634553,-14.0245209211383,192.606605521197,NA,-57.0809016774339,-40.4955376469123,63.588797272875,4.36000391414965,30.6824741738225,-3.30040133131605,23.6029131816587,-23.4400283579317,-12.2454822654844,149.503185219972,NA,-22.6197980629429,-32.3872887721497,34.8799426901099,8.7645410623486,1.80904285177232,26.4686954986171,26.829501223522,-98.692441011679,NA,-7.7616857963796,NA,NA,NA,NA,32.5387124948623,NA
"664","with",-194.996291966331,-107.668166647209,-54.5847353849885,438.571647549031,-7.89646726925368,-23.0642113044142,-45.0513271655062,-44.309365065621,85.6823829567099,3.8319484329805,-116.705279880144,-69.5648758534528,-37.6088604654737,-3.58680255940952,-25.0731098182021,-18.4692450520512,206.844662896101,-95.0555860862996,-206.143167306145,-2.91220718617269,-36.2456653957202,11.9352900705369,-13.6504515181782,-13.775066170978,21.3799519823325,-27.5800238345008,24.217114013307,77.6503229677648,48.6777984259908,-44.9143936551707,28.1615282866921,-47.9104333424453,-72.5660449535055,3.08806682343426,-79.4638690915171,-36.3127305792381,-175.713567985664,-11.2898885376662,-17.2488274039394,-151.794429850791,-69.9150597903236,-64.6469395554687,0.561523121979653,-27.264186038538,43.4746326840231,-81.6461058833917,-25.8026342672707,42.9670506925905,-28.0683687464671,2.9533275046287,9.44290487266292,-10.0890848019489,-54.1148865809293,14.2367981354175,-18.1410895618456,-9.39792326292725,-5.20672988641996,-59.3034165624016,-88.7943979966278,-61.3759684660807,-70.4398534067949,1.94424335461627,-0.0508935730022594,NA,14.9826338819233,-34.5733117663096,10.8692022041872,0.605853284623906,-16.3826137382917,4.55692472467921,22.5618721600446,3.2926412723795,-27.9300652128878,48.4908359503897,NA,34.3717991712721,12.3784649429055,-50.3201313572028,-22.8500441681983,-4.87742879066439,-26.6954218945489,11.2213080269112,-114.180997278488,NA,-13.466432451851,NA,NA,NA,NA,25.2883528565557,NA
"665","being",-234.387772055877,58.4492258589548,-49.5419321754843,-47.1218686411871,107.547962909803,-113.612636156842,-55.1143831734248,65.7574805487179,491.309817292544,-22.1294333226204,-92.1597292899026,246.872201845467,-19.0005409804427,-88.9457812439351,-21.4116263070849,-36.2679504587911,-112.911283432362,-89.1286014763585,-229.241831519301,-28.0142717505576,-13.722910775974,-39.7604053322596,261.85470278869,-63.6522719302159,21.3763100295684,-33.7945003779813,5.22818399302737,191.56982206643,-49.2944419232065,-58.4872125128027,18.4648254934582,9.93142711074187,-98.1966912788884,3.51121138588332,-9.5739234028323,-54.0115845913489,-155.397109037227,-11.8633387524071,4.53969529159224,-131.604407367313,-94.364983021097,-68.8171931376567,-39.0884258085137,-45.8653687084276,-36.8167233224349,5.98632683954894,-32.5318286145944,64.4948228019602,29.923408599936,14.5636925272578,7.44365728890437,-22.2943772842223,-56.5761013151502,25.1800985748346,-18.6789089282036,1.98602101049842,-32.3770326946701,321.105998718805,196.385065220071,-64.6618847778551,-19.365692634553,16.9754790788617,7.60660552119724,NA,129.919098322566,-25.4955376469123,39.588797272875,-40.6399960858503,-35.3175258261775,-11.300401331316,-11.3970868183413,-26.4400283579317,2.75451773451558,5.50318521997253,NA,-52.6197980629429,166.61271122785,10.8799426901099,18.7645410623486,-6.19095714822768,-35.5313045013829,-53.170498776478,-111.692441011679,NA,-4.7616857963796,NA,NA,NA,NA,21.5387124948623,NA
"666","small?'",626.829267765029,-1.31598912871795,25.543674243524,157.491098978377,-45.5631767320822,-88.7094858616979,11.7595048107382,-43.1088282226043,12.564685964211,20.9478031661777,16.9313718905794,-13.2536427566927,-11.7839020103807,-7.66373861298629,-29.0886592848503,24.134638727729,172.576823910711,130.725367743524,-244.439159945614,-4.21840087932741,44.3225984635183,-60.1517961378525,-25.134988597573,NA,-12.6309738759599,-36.2234534649422,3.25032395246807,76.4088202637592,140.761077378399,-70.6328502280666,20.0714199069903,-26.3848519828838,-90.4579839296544,10.3575005107815,210.205967974537,-100.40929261557,-10.7641911403543,-45.0102391818889,69.1167406826555,-149.224362400357,-92.2648294826438,-27.1577003020328,17.6116763304997,-54.0677340482068,-13.3994353353507,-57.7488077145698,-72.9902173092418,83.5503670206998,129.906963292742,-38.2155774274841,-26.5548378786127,-14.704962248769,-62.4985307835921,186.066699453669,40.2454523390804,318.75390955735,66.2823616888295,-59.0751707187811,253.743991653469,-24.2337174014037,45.7826289099306,76.0379505273525,-32.0783962904038,NA,55.7920272038518,-6.33998940811761,-54.9720125897493,-2.13169482679887,66.812649998051,12.9849465566934,19.6849952248868,-29.9053676185542,49.1236836293224,-8.47211624086178,NA,483.397007468627,106.08120379774,-42.7199092152648,140.993711523442,-16.8180138633543,38.7969302849492,258.045887616744,-59.7153284780604,NA,-12.3521924854368,NA,NA,NA,NA,74.0394317714756,NA
"667","'Nothing",-212.562212324517,-115.198596622554,-128.413522546972,-63.2024172118402,44.8812534469749,37.7420892858742,-96.3035511971803,-123.041982608265,-79.8078796999553,-67.0135785894233,-48.5230775191796,-119.816565057773,-53.1755825253497,2.97728270248812,-47.427175773733,-33.6640666790109,-179.179122417753,-119.347647646535,24.4621758412303,-21.3204654437123,-29.1546469167356,145.152508459351,-19.6298342907046,-29.2838892079296,1.36538417127592,-42.4379300084227,-0.738606067811575,-29.671680637576,-64.2111629707983,131.794330914301,60.3747171137563,-64.5429915296966,-107.088630255037,-5.21935492676947,-99.9040863367779,45.8918533723187,1.5522678080822,-13.5836893966298,16.9052633781872,-145.034339916879,106.285247286583,-70.3279538842208,-38.0382725999936,220.331083281904,NA,606.883625008371,13.2805883434345,49.0781391300696,-71.1012593608546,-68.605212404855,-8.55408546237126,-58.9102547310424,-19.959745517813,-0.990000106914155,6.70763297272236,-29.8621461692246,-17.8879411194207,-57.6657554375742,-83.0765451298323,-89.519633713178,-65.1432103178276,29.0691862515979,-15.4208971962043,NA,-79.2715083555054,-58.2622152887203,22.7475824789385,-2.37754419727313,-41.1222620898347,5.12762050069815,-20.2739637534991,-56.6380372488655,-80.1917334232743,-19.4597669712789,NA,-113.594589765588,-9.6845499173153,42.4801648320479,-117.391703246011,-35.1315422209176,61.9610476781152,185.654080813354,-109.226772211251,NA,-0.647445829965382,NA,NA,NA,NA,105.289791409782,NA
"668","at",-46.2133317872375,-17.902951659536,138.329658196003,-119.041320070534,37.214672372632,-83.9673615995584,-39.9252151496692,-50.4430562942988,-165.572485714958,8.75471194418239,-65.7963810606256,-59.439031251293,-44.8254994355357,-19.8688451903583,-11.3960768404366,-62.8718342385714,-38.6434444469715,-34.9095553061816,-273.945838879833,5.29192194259713,7.7088253647875,-30.6733191238702,-12.660760131915,-26.0206546525022,-38.6127641121392,-15.1510707475398,12.1949740538663,68.8113247704352,-17.3777208756147,-25.7687559399068,-14.44506612684,228.40584575118,-55.3047523027395,-11.7582223014639,20.7562395311133,41.0849774449834,-80.346485882537,-10.1429881081843,5.17412720499732,-261.174474817747,-43.0152133287768,-83.3064323910927,215.861420982966,-74.0618206987588,-51.942655303061,-97.9109713292729,199.655754427377,63.9115064738509,-53.0519234392733,-43.2674025406295,23.44140004018,-54.6784998374021,-18.1924571124875,34.3501972565833,-77.0654508291295,9.83418819022142,3.13387573008039,178.877752875185,-51.1533244300255,-116.804135842532,2.41182504872155,-0.118228093874538,-2.36589176140126,NA,4.10970500063758,-22.7288600051042,51.4300120668115,-5.90244797442758,2.48721043747977,36.2715768366697,-26.5202098831836,-4.242019466998,-58.2992311076946,30.466137411224,NA,-61.6450063602979,-56.0900276269841,-20.7202794518282,-12.0792146292921,6.7496279244622,35.976343319119,-27.9950783663103,-151.158109812107,NA,-12.8759257627938,NA,NA,NA,NA,70.7876335799425,NA
"669","all,",-114.996291966331,63.3318333527912,-40.5847353849885,126.571647549031,-53.8964672692537,-80.0642113044142,-89.0513271655062,-95.309365065621,5.6823829567099,3.8319484329805,-86.7052798801436,-100.564875853453,-47.6088604654737,-10.5868025594095,-30.0731098182021,-66.4692450520512,-1.15533710389855,-87.0555860862996,-237.143167306145,45.0877928138273,-8.24566539572019,-35.0647099294631,-71.6504515181782,-53.775066170978,6.37995198233249,-57.5800238345008,40.217114013307,22.6503229677648,-33.3222015740092,-44.9143936551707,-0.838471713307871,-7.91043334244532,-97.5660449535055,-11.9119331765657,-79.4638690915171,-41.3127305792381,-103.713567985664,-11.2898885376662,-4.2488274039394,-119.794429850791,-59.9150597903236,-65.6469395554687,-23.4384768780203,290.735813961462,-60.5253673159769,-49.6461058833917,-30.8026342672707,2.96705069259046,-59.0683687464671,-46.0466724953713,19.4429048726629,-47.0890848019489,-26.1148865809293,24.2367981354175,-33.1410895618456,-16.3979232629272,-1.20672988641996,-9.30341656240164,87.2056020033722,-108.375968466081,-60.4398534067948,3.94424335461627,-8.05089357300226,NA,-21.0173661180767,-19.5733117663096,2.86920220418717,-12.3941467153761,-30.3826137382917,20.5569247246792,-70.4381278399554,-9.7073587276205,-32.9300652128878,0.490835950389693,NA,-75.6282008287279,-43.6215350570945,29.6798686427972,68.1499558318017,-12.8774287906644,-27.6954218945489,-44.7786919730888,29.8190027215116,NA,12.533567548149,NA,NA,NA,NA,44.2883528565557,NA
"670","but",-125.604811876784,-85.7855591533724,-6.62753859449263,52.2651637392483,-4.34089744831083,-47.5157864519863,-67.9882711575877,68.6237893200401,-39.9450513791238,-17.2066698114186,-131.250830470385,-10.0019535523729,-46.2171799505047,0.77217612511607,-33.7345933293194,-30.6705396453113,116.600609224565,-20.9825706962406,-111.044503092989,-23.8101426217878,-41.7684200154664,-34.3690145266666,-47.1556058250466,4.10213958825993,38.3835939350966,-31.3655472910203,26.2060440335867,26.7308238691,-28.3499612248119,-64.3415747975388,-35.1417689200739,-49.7522937956325,-86.9353986281225,-27.3350777390148,70.6461852197981,-82.6138765671273,-28.0300269341004,-10.7164383229252,13.962649900529,-206.984452334269,-45.4651365595502,-46.4766859732807,0.211472052472957,-50.6630033686484,-36.234011309519,-11.2785386063323,-37.073439919947,61.4392785832207,-24.0601460928702,-49.6570375180004,21.4421524564215,-38.8837923196755,-53.6536718467084,38.2934976960004,-0.603270195487536,6.21813246364708,-21.0364270781698,-80.7128318436085,42.0261387866734,-73.0900521543064,-13.5140141790366,7.91300763037086,-14.7083926672018,NA,-68.9538305587196,-13.6510858857069,35.1496071354993,1.85170265509817,-9.44770165040598,20.4142507806745,-37.4791688615695,-21.9746890973092,-39.6146481602912,51.4784866808068,NA,-48.6366035945129,-30.8557813420393,-55.5202054045155,-28.4646293987452,36.4360995668989,13.140460712285,-4.38688516969953,-30.6695535452977,NA,8.8288208926776,NA,NA,NA,NA,-3.96200678175092,NA
"671","it",93.7866682127625,-64.902951659536,-31.6703418039968,-78.041320070534,-17.785327627368,198.032638400442,-90.9252151496692,-71.4430562942988,44.4275142850425,-70.2452880558176,-95.7963810606256,-75.4390312512929,-7.82549943553571,84.1311548096417,-18.3960768404366,-32.8718342385714,151.356555553029,53.0904446938184,-274.945838879833,-4.70807805740287,-16.2911746352125,-14.6733191238702,-52.660760131915,-10.0206546525022,-23.6127641121392,-55.1510707475398,12.1949740538663,36.8113247704352,-50.3777208756147,-65.7687559399068,11.55493387316,-91.5941542488197,-87.3047523027395,21.2417776985361,70.7562395311133,53.0849774449834,-48.346485882537,-26.1429881081843,-18.8258727950027,-197.174474817747,-63.0152133287768,-83.3064323910927,-16.1385790170337,-58.0618206987588,-27.942655303061,-3.91097132927293,-4.34424557262331,23.9115064738509,-53.0519234392733,-9.26740254062946,-6.55859995981999,-31.6784998374021,-31.1924571124875,126.350197256583,-15.0654508291295,1.83418819022142,-50.8661242699196,-71.1222471248153,-51.1533244300255,-101.804135842532,-54.5881749512784,-29.1182280938745,-15.3658917614013,NA,-62.8902949993624,-7.72886000510423,-8.5699879331885,-5.90244797442758,43.4872104374798,-11.7284231633303,-31.5202098831836,-17.242019466998,-75.2992311076946,-73.533862588776,NA,-81.6450063602979,0.909972373015867,-52.7202794518282,-20.0792146292921,45.7496279244622,-10.023656680881,-2.9950783663103,-4.158109812107,349.795070898042,-12.8759257627938,NA,NA,NA,NA,1.78763357994246,NA
"672","makes",45.6122279441225,-82.5507741410452,-74.5419321754843,-71.1218686411871,21.5479629098035,-62.6126361568421,-122.114383173425,-132.242519451282,121.309817292544,134.87056667738,127.840270710097,-98.1277981545328,43.9994590195573,-47.9457812439351,-44.4116263070848,-57.2679504587911,73.0887165676379,6.87139852364149,-276.241831519302,-13.0142717505576,-4.72291077597404,-38.7604053322596,-56.1452972113098,-55.6522719302159,-10.6236899704317,-53.7945003779813,22.2281839930274,-27.4301779335704,-30.2944419232065,-98.4872125128027,-17.5351745065418,-78.0685728892581,-105.196691278888,-3.48878861411668,-99.5739234028323,33.9884154086511,-59.3971090372274,4.13666124759293,-39.4603047084078,-274.604407367313,-79.364983021097,-76.8171931376567,-15.0884258085136,-77.8653687084276,-44.8167233224349,4.98632683954894,-18.5318286145944,-31.5051771980398,-62.076591400064,-24.4363074727422,57.4436572889044,186.705622715778,-3.57610131515024,-104.819901425165,-18.6789089282036,-22.0139789895016,-24.3770326946701,-88.8940012811948,52.3850652200711,-110.661884777855,-62.365692634553,-60.0245209211383,-23.3933944788028,NA,138.919098322566,-40.4955376469123,-58.411202727125,14.3600039141496,-3.31752582617748,-3.30040133131605,-64.3970868183413,-15.4400283579317,-59.2454822654844,-18.4968147800275,NA,-42.6197980629429,-42.3872887721497,-13.1200573098901,-72.2354589376514,17.8090428517723,-35.5313045013829,25.829501223522,65.307558988321,793.6239027684,2.2383142036204,NA,NA,NA,NA,-1.46128750513768,NA
"673","things",-193.779252145424,-41.4333816348816,-28.4991289659802,-68.8153848314048,3.99239308886062,-91.16106100927,-117.177439181343,-63.1756738369432,-43.0627483716227,-110.090815078221,-87.6141786996616,-78.6907204556128,-17.3922214954117,-36.3047599284607,-36.7501427959676,-73.066655865531,57.3327702391744,60.7983831335825,-243.340495732458,-31.1163363149425,-36.2001561562279,-25.456100735056,-70.6401429044414,-73.5294776894538,-11.6273319231958,-60.0089769214618,3.23925397274772,87.4893211650944,-44.2666822724037,-80.0600313704346,-25.2318772997758,-44.226712436071,-105.827337604271,-22.0656440516676,-119.683977714148,-39.7104386034597,-79.0806500887909,-28.436788967148,-43.6717820128761,-205.414384883835,-88.8149062518704,-63.9874467198448,257.261625260993,-59.4665513783172,-5.1080793288928,-33.3812404375104,-0.261022961918098,-57.97740508867,-64.0848140536609,-29.8259424501131,-34.5555902948542,-12.4996697664957,-43.0373160493712,121.123399014252,-37.2167282945616,-19.6300347160759,-20.5473355029203,-109.484585999988,-31.4354715632301,-98.9478010896294,-94.2915318623112,-44.9932851968929,-45.7358953846033,NA,-18.1444372367911,-46.4177635275149,-33.6916076584372,-6.88584545632461,-8.25243791406323,12.8422726126887,-92.3560457967273,12.827302011757,-62.560899318081,26.5155344895554,NA,-49.6113952971579,-46.1530424872049,-39.9199832625774,-48.6208737071045,-7.50448550579098,-44.3671871082168,2.43769442013278,-74.2038847448697,-96.4331532748143,1.94306085909181,NA,NA,NA,NA,26.7890721331689,NA
