"","word","A23PSX2ZO4F65Q","A3OQ1JKWS02NMF","ANL7UI5ES4L18","A14SNQOYGXPZ7K","A1JY8OZHGDL9GR","A1JBTEJN14MFFA","A2GNS1SQLQNMR2","A3M0KT6KUJEZD1","AA8O3Z9L0FSW1","ACUXGYJAQUZAE","A1H314LD953G5Q","AOZ06WXWI630","A8L4UTQ8RXDFS","A2L6GS9A2MMQK4","A3SWH7DHWHP0BO","A2HS4FQ4DR4GIK","AK9FN3FCOY9Q2","A127R5QI5OGBIK","AEUGCBFJPU0MX","A2AB80GWC0LU0P","A2RPQGUWVZPX7U","A11KMPAZSE5Q0Q","A11AUVZ4MCA7VU","AEX85SLEN727","A3T8CCUYDNT61C","A1U1QL617G5DU3","A14WWG6NKBDWGP","ACTW5YEWV9OR0","A3WJJI7FNF5T5","A38UOBWJF4WFGG","A3S3YW6II31OZV","ALE5RDP8XZL3","A2OIFE4TAQ7AEI","A2VCTDV17CKH2X","A25OW5OQG4B8FR","ARGHS9P7FVR3W","A37I1ETWW49IZO","A3QJPB0NZU5PY1","A1WXZPUAXDE0DQ","A5E076UK5CA9J","A911XMMVXT7IU","A39GZHNGT87G5N","A5FJBKJ8K5I6S","A21L2ZM379FG7","A2LFX0LP92GLCQ","A2BJ35SLVKCUL7","A2TJHKHM8T2SV3","A2U750ON775R3L","A1W079WCHEQKX6","A1RE0RBV10VAVC","AJDL05304W8E","AM7UBKT777C3R","A3EQVDHHKZRC0K","A2MVFSJBKHUPH9","A15QI1G4FCMV5E","A2XPQ8KYFKI6FD","A1LDS7FXQNGLEN","A2JRWVPVWD1KAS","A117RW2F1MNBQ8","A26LA7PUZG0N8S","ARNTOT4L28BBP","AOVB3KCIIJLRJ","A1RCM1Y87J0FGW","A1GAARR4GOOZCO","A3UDP95JGEX3H1","A2XKIJJPWTOQ5Z","A11GA4B4SEYK44","A2DGJ8T7C3HMCQ","A1IWL4WQTKN1PR","A3NOO9K3CY1YU5","ANDPWG91K8OEX","A2PE5UDQ5WG2R0","A21TTUZSQ5ZE6C","A35QV79054LGTU","AWZ83IBW10B96","AK7YVYGMIF6T0","A2TG01V56PAL65","A1SYR0UUMZM2VH","A7LIT8S8LGRAH","A3NMC1E54BML7K","A14N0AMVXOBZYH","AY1ZVSTHEQDH8","AER86HM7LU5G","A1VXGA62J77RO","A2NJGU26SOMOKV","A2MSCP411YP41Q","A1RWNYJA5X25YH","A36TOO4WWGEEPW","AZTDJC8RWO5C5","A2I2OHYPL49ZAI","AOTSROWZG1XS1","A2EAIMII6MSIO5","ANC446SIU64J6"
"646","the",16.8459497400614,-18.0256760154219,-4.70946546479459,NA,-39.7477261913709,26.5588437146159,181.440253718403,-46.0465703990632,26.9407624113741,-67.6879993912183,57.198814888222,-82.4796710641998,183.013802174625,-14.9200027335409,-36.0435381038278,-69.6978009024376,-90.2237914349373,249.42264106822,-84.9007027334611,-64.370392940282,-22.3881530634411,4.0927007899143,-30.0223661196815,-11.0897706703223,-81.5965076005387,-30.8053423026128,-32.9245614043519,-75.8507592219073,NA,-109.061476646187,-22.5036064231242,-182.342554687485,60.0857038664067,-14.1272945930345,7.4290087947223,186.765262595609,NA,-26.2481821189006,149.187106450881,48.0507606753652,NA,6.09639492255611,-13.8599880631255,26.5067918405638,134.228852753406,78.087985180955,76.8118244747602,51.489875438067,108.63961379544,-3.19114419585712,7.27288744253237,-314.366347830378,3.13682231991275,-11.330610104594,-3.44887366490052,-74.1119416571383,-31.1806511971637,-23.4115176498415,2.68648485244625,-37.7243313450068,6.77711235656244,-91.8421708435826,-1.31733026591058,-52.6664225344431,-31.6699908531417,-96.4341726499925,21.7283182072463,28.6910294069588,-21.6414486524927,-122.956755832581,-78.9952230279858,-47.7363809947653,-67.2380354864081,3.41135335262883,27.393053021725,14.3172138458965,48.4794860654808,-41.8516313009076,2.12222117024204,-22.6587073683684,484.464100854891,172.029920766804,-77.1347370449901,1.71972531782085,265.896836871626,-43.3715605521033,-1.72772538702724,-26.7816393936313,123.92888392162,57.5715970102877,-15.9307292668848,-73.0804036317221,NA
"647","little",46.5895978279314,-43.8492267985054,-8.3333273952302,NA,-32.6808055730815,-81.2231041767993,-86.137086371527,-119.783727607267,-29.3972398143157,-100.175024731756,-21.3675153743971,-34.6294317571426,-86.7681327372864,44.3994301730564,-136.589819181771,-65.1790862643816,-114.734147405817,1.77138809746654,93.9016663366547,-90.7606843304538,-23.3584637521795,-10.3186719865893,-105.068139923356,-21.3120317228929,-91.6640927458149,-4.43548568484551,1.60394563067228,204.568486606517,NA,29.1403830383484,-35.4328380589138,-133.880210906546,-43.8806517211467,-6.46065807196459,-13.5118724442089,-17.7828670300065,NA,-29.8386347933145,112.843280429902,-18.7203638248011,NA,-12.330064611877,-56.1954279509063,37.997983401995,-48.6278774309797,44.7924804652113,82.5535764886856,-58.2417221439378,4.99882783528226,-23.9055199504819,-7.93974996246593,-119.534975696615,-55.2025060153272,-6.92744894490822,-15.4374707035207,-20.2799018243222,-56.5813837681119,-47.4156620923014,-1.90471910846772,-82.9786761593226,82.7386384080475,-229.2267716977,-12.1004513685683,-90.6049474758611,-84.7216058536035,-61.9767904242362,-19.6861748653839,45.4616077418909,2.72237252499641,-141.738126557159,229.103332894844,203.193769788709,60.9710391063079,-83.2353453330897,-17.4177222246786,-3.4722636072306,40.7207809559328,-64.0871111704919,5.52283186878457,-74.220886207354,17.1368619312818,-80.4210415914073,-91.9801902201444,-10.5211199712408,72.438979862347,132.61442591021,24.5329773368219,68.2054942390276,13.8047624585963,-78.7787752585167,-42.5952280161632,-101.211172362305,NA
"648","bird",-49.9061675639819,-36.6335262764498,27.7492472250602,NA,-38.7254193186077,-73.3684722491892,62.2478070217596,-162.958956135131,-61.5052383305225,-31.5170078380641,2242.34337146735,-14.862924628514,-15.2468427960123,10.5198082353249,-109.225631796476,-99.8582293564189,-95.0605767585638,-3.12777658869795,-30.6332463767559,-70.8338234036726,-10.7115899596872,-0.711090135586914,-45.0376240542398,131.169475645488,-83.6190359822975,23.6512765699763,108.251607607323,-28.7110106124326,NA,-35.6608567513417,73.1866496982793,-78.8551067605054,-43.9030813294444,-17.5717490860112,21.1153817150786,188.582552720404,NA,-67.1116663437052,64.7391644438882,470.127052508643,NA,-23.3790915889216,-3.97180135905243,30.3371890277075,243.276609358611,-79.6771830576262,58.7257418127353,20.2460095773987,27.4260184753873,-53.4292694473987,8.53534164086627,570.577442880876,45.6903795414995,-25.1962230513654,-23.7784060111073,-30.1679283795329,-29.3142287208131,-189.412899130661,24.1560835321416,-43.8091129497787,6.43095437372413,-170.303704461622,-28.9117039667965,-48.3125975149158,-44.020529186629,96.7182880919263,-13.4098461502971,23.2812221852695,-17.520174926663,-86.5505460741072,NA,-52.4263307336072,2.16498937783053,-111.470879542611,7.4561279395905,21.7207213615208,45.8932510289648,10.069875409231,-22.7442419302438,-29.8461003146969,9.35502121368823,-45.1204000192666,-113.083221436708,-61.0272231118664,124.077551201866,-28.0428983979987,-35.6408244790775,57.8807384839217,-21.7791565660546,28.4548062540196,7.18110448335574,-56.4573265419165,NA
"649","who",-3.15405025993862,-41.0256760154219,8.29053453520541,NA,-36.7477261913709,-42.4411562853841,-43.559746281597,-111.046570399063,-70.0592375886259,-23.6879993912183,-31.801185111778,-98.4796710641998,-50.9861978253752,-46.9200027335409,-80.0435381038278,-53.6978009024376,-100.223791434937,-70.5773589317802,-52.9007027334611,-60.370392940282,-7.3881530634411,-11.9072992100857,-29.0223661196815,21.9102293296777,-55.5965076005387,60.1946576973872,-3.92456140435192,-80.8507592219073,NA,-20.0614766461867,77.4963935768758,133.657445312515,-49.9142961335933,0.872705406965545,-22.5709912052777,156.765262595609,NA,-4.24818211890063,-13.8128935491188,-8.94923932463476,NA,-9.90360507744389,-53.8599880631255,76.5067918405638,104.228852753406,-51.912014819045,76.8118244747602,-4.51012456193299,93.6396137954398,-3.19114419585712,6.27288744253237,-211.366347830378,-9.86317768008725,-26.330610104594,12.5511263350995,-27.1119416571383,-39.1806511971637,-105.411517649841,-42.3135151475537,-63.7243313450068,67.7771123565625,-138.842170843583,-5.31733026591058,10.3335774655569,27.3300091468583,82.5658273500075,-10.2716817927537,-2.3089705930412,-37.6414486524927,64.0432441674185,NA,-32.7363809947653,-139.238035486408,-56.5886466473712,46.393053021725,-5.68278615410346,1.47948606548084,-13.8516313009076,188.122221170242,-62.6587073683684,46.4641008548914,-3.97007923319622,-61.1347370449901,-14.2802746821792,121.896836871626,-25.3715605521033,-17.7277253870272,-29.7816393936313,154.92888392162,-142.428402989712,-31.9307292668848,-83.0804036317221,NA
"650","the",56.8459497400614,-43.0256760154219,51.2905345352054,NA,-46.7477261913709,-42.4411562853841,-43.559746281597,46.9534296009368,265.940762411374,-147.687999391218,18.198814888222,-97.4796710641998,-127.986197825375,-29.9200027335409,-65.0435381038278,-68.6978009024376,19.7762085650627,-40.5773589317802,-52.9007027334611,-82.370392940282,-18.3881530634411,3.0927007899143,-30.0223661196815,220.910229329678,-54.5965076005387,-21.8053423026128,-53.9245614043519,132.149240778093,NA,-35.0614766461867,-52.5036064231242,-62.342554687485,-25.9142961335933,-15.1272945930345,-7.5709912052777,NA,NA,-88.2481821189006,64.1871064508812,236.050760675365,NA,-6.90360507744389,-69.8599880631255,-13.4932081594362,-65.7711472465941,148.087985180955,107.81182447476,-12.510124561933,-32.3603862045602,155.808855804143,7.27288744253237,-332.366347830378,-53.8631776800872,-10.330610104594,-21.4488736649005,238.888058342862,366.819348802836,258.588482350159,-8.31351514755375,-64.7243313450068,84.7771123565625,-175.842170843583,-3.31733026591058,-68.6664225344431,77.3300091468583,161.565827350008,-10.2716817927537,-35.3089705930412,-93.6414486524927,NA,NA,249.263619005235,-114.238035486408,507.411353352629,75.393053021725,-5.68278615410346,1.47948606548084,-16.8516313009076,3.12222117024204,-52.6587073683684,2.46410085489143,317.029920766804,-93.1347370449901,-14.2802746821792,122.896836871626,-56.3715605521033,-1.72772538702724,66.2183606063687,592.92888392162,-141.428402989712,0.0692707331152146,-82.0804036317221,NA
"651","other",-16.6582848680253,-30.2413765374776,-16.792040085085,NA,-37.7031124458446,-81.2957882129943,-15.9446396748837,-142.871341871199,-84.9512390724191,-61.3460162849098,101.487928046476,-116.246178192828,137.492512233351,-93.0403807958094,-93.4077254891236,-99.0186578104002,-59.8973620821903,-5.6781942456157,-24.3657900200506,-72.2972538670632,-59.0350268559334,-21.5148810610881,-90.0528819887981,-12.5712780387027,-106.641564364056,36.1078954425654,-57.5722233810025,-91.571262002958,NA,-84.2602368564966,-61.1230941803173,-58.3676588335258,-38.8918665252956,-4.01620357898788,-28.1982453645652,NA,NA,-69.9751505685099,64.2912224368953,-30.796655658079,NA,-33.8545781003993,253.916385345021,-55.8324137851487,192.324365963816,72.5576487037925,70.6396591507105,-10.9978562832696,-53.7875768446652,-90.6673946989403,7.79779583920017,-114.478766407869,-67.7560632369139,-24.0618359981368,-27.107938357314,200.776084898072,-77.4478062444625,-74.4142806114815,-0.374317788163062,-80.8938945545507,5.08479639088582,-134.765238079661,-31.5060776676824,450.041227504612,-21.3710675201162,62.870748833845,-0.548010507840534,-46.1285850364198,188.601098799167,NA,-50.2628524127661,5.88371952755088,-33.4319857579308,-135.35311243785,27.5192028574559,-10.8757711228549,-34.6929840075512,-65.0086178806305,17.3892949692704,-37.0334932610255,32.245941572485,25.7292791946631,-102.031705828426,460.225828458446,77.2582655321065,-45.7142362438941,138.446076428872,-14.4568836385254,66.5128029462708,-145.661984502249,62.2929382335963,-86.8342494521108,NA
"652","birds",-6.65828486802527,191.758623462522,42.207959914915,NA,-24.7031124458446,-44.2957882129943,-31.9446396748837,-167.871341871199,11.0487609275809,-56.3460162849098,12.487928046476,-147.246178192828,882.492512233351,-108.040380795809,-137.407725489124,-58.0186578104002,-119.89736208219,-25.6781942456157,-48.3657900200506,-57.2972538670632,-26.0350268559334,-5.51488106108813,-60.0528819887981,11.4287219612973,-64.6415643640562,21.1078954425654,-2.57222338100246,-78.571262002958,NA,-65.2602368564966,-81.1230941803173,29.6323411664742,-34.8918665252956,-36.0162035789879,3.80175463543483,NA,NA,-20.9751505685099,39.2912224368953,1001.20334434192,NA,-25.8545781003993,-26.0836146549794,-105.832413785149,112.324365963816,-7.44235129620746,101.63965915071,-2.99785628326957,-69.7875768446652,-10.6673946989403,7.79779583920017,-48.4787664078693,-50.7560632369139,-24.0618359981368,-43.107938357314,13.7760848980724,49.5521937555375,-16.4142806114815,-23.3743177881631,12.1061054454493,21.0847963908858,-209.765238079661,-3.50607766768242,-60.9587724953884,-58.3710675201162,-0.129251166154992,-32.5480105078405,-46.1285850364198,20.6010987991667,NA,49.7371475872339,-26.1162804724491,-88.4319857579308,-184.35311243785,-24.4807971425441,9.12422887714511,-35.6929840075512,282.99138211937,4.3892949692704,-97.0334932610255,48.245941572485,23.7292791946631,-87.0317058284263,148.225828458446,118.258265532107,68.2857637561059,10.4460764288722,55.5431163614746,253.512802946271,-47.6619845022486,270.292938233596,-100.834249452111,NA
"653","despised",63.0853632198447,-39.0649273205611,9.58409798447938,NA,-30.6361918275552,76.9222638955905,13.4780202351864,800.391500920597,-59.2892412981089,-80.8330416254471,241.921597783857,-52.3959388857712,-153.289422678561,-84.7209478892121,-9.9540065670672,-36.4999431723442,-104.40771805307,-3.32944721636898,330.436579050065,-70.687545257235,-56.0053375446718,-59.9262538375918,-42.098655792473,28.2064609087267,-67.7091495093324,-80.5222479396673,-27.0437163459783,203.847983825466,NA,83.9416228280385,-54.052325816107,173.094684947413,70.141777887151,-27.349567057918,-19.1391266034964,615.851713219583,NA,-84.5656032429237,48.9473964159165,-118.567780158245,NA,-33.2810376348324,-36.4190545427602,105.658777776283,-0.532364220570034,-60.7378560119512,92.3814111646359,-16.7294538652744,-16.4283628048228,-9.38177045356508,-7.41484156579813,360.352605725894,-48.0953915721538,-4.65867483845101,-37.0965353959342,-88.3918752691114,-37.8485388154108,-54.4184250539414,18.034478250923,84.8517606311335,5.04632244237089,-4.14983893377778,-41.2891987703402,59.1027025631936,120.577317479422,49.3281310596012,-41.9625035804707,1.64199329851228,59.9649199766558,NA,37.8357035100634,224.813870311025,-232.222911165215,-112.999811123569,97.7084276110523,1.33475142401798,-11.4516891170993,-37.2440977502148,-36.2100943321871,-178.595672100011,-0.0812973511245544,171.278316836452,-133.877159003581,431.984983169385,69.800408522828,35.2717502184197,52.7067791527213,-33.4697500058665,80.3886814832473,14.9876432289471,67.6284394843179,-107.965018182694,NA
"654","was",6.84594974006138,-20.0256760154219,26.2905345352054,NA,188.252273808629,-29.4411562853841,68.440253718403,21.9534296009368,-156.059237588626,-41.6879993912183,137.198814888222,-36.4796710641998,-158.986197825375,51.0799972664591,11.9564618961722,-28.6978009024376,-120.223791434937,119.42264106822,27.0992972665389,-33.3703929402819,178.611846936559,12.0927007899143,-29.0223661196815,5.91022932967773,147.403492399461,-39.8053423026128,-28.9245614043519,-82.8507592219073,NA,-31.0614766461867,97.4963935768758,31.657445312515,2.0857038664067,0.872705406965545,8.4290087947223,-3.23473740439101,NA,2.75181788109937,41.1871064508812,-19.9492393246348,NA,-1.90360507744389,82.1400119368745,16.5067918405638,-65.7711472465941,58.087985180955,76.8118244747602,3.48987543806701,-48.3603862045602,86.8088558041429,7.27288744253237,-218.366347830378,-86.8631776800872,-10.330610104594,-4.44887366490052,-59.1119416571383,-2.18065119716365,-47.4115176498415,497.686484852446,52.2756686549932,52.7771123565625,94.1578291564174,-3.31733026591058,171.333577465557,100.330009146858,-27.4341726499925,-10.2716817927537,-35.3089705930412,42.3585513475073,NA,221.004776972014,46.2636190052347,44.7619645135919,401.411353352629,133.393053021725,-25.6827861541035,48.4794860654808,-31.8516313009076,0.122221170242039,47.3412926316316,4.46410085489143,-3.97007923319622,-61.1347370449901,273.719725317821,41.8968368716256,18.6284394478967,30.2722746129728,16.2183606063687,14.9288839216199,473.571597010288,321.069270733115,116.919596368278,NA
"655","now",116.845949740061,-31.0256760154219,30.2905345352054,NA,-62.7477261913709,-65.4411562853841,-43.559746281597,-22.0465703990632,NA,-48.6879993912183,16.198814888222,-67.4796710641998,-151.986197825375,-29.9200027335409,-81.0435381038278,1.30219909756239,129.776208565063,269.42264106822,-20.9007027334611,-38.3703929402819,118.611846936559,-27.9072992100857,-30.0223661196815,-36.0897706703223,49.4034923994613,20.1946576973872,-19.9245614043519,-95.8507592219073,NA,16.9385233538133,-62.5036064231242,4.65744531251501,84.0857038664067,-15.1272945930345,-38.5709912052777,-73.234737404391,NA,0.751817881099375,73.1871064508812,-90.9492393246348,NA,9.09639492255611,74.1400119368745,16.5067918405638,-55.7711472465941,18.087985180955,170.81182447476,30.489875438067,-31.3603862045602,-3.19114419585712,23.2728874425324,426.633652169622,-62.8631776800872,-10.330610104594,11.5511263350995,-58.1119416571383,-21.1806511971637,-81.4115176498415,384.686484852446,-42.7243313450068,-25.2228876434376,-224.842170843583,3.68266973408942,-51.6664225344431,23.3300091468583,68.5658273500075,-26.2716817927537,-35.3089705930412,50.3585513475073,627.043244167418,NA,61.2636190052347,100.761964513592,-56.5886466473712,68.393053021725,4.31721384589654,33.4794860654808,-4.85163130090759,29.122221170242,-12.6587073683684,33.4641008548914,-2.97007923319622,-77.1347370449901,121.719725317821,80.8968368716256,-36.3715605521033,14.2722746129728,22.2183606063687,123.92888392162,499.571597010288,-0.930729266884785,-61.0804036317222,NA
"656","back",-49.9061675639819,-62.6335262764498,3.74924722506021,NA,-30.7254193186077,-47.3684722491892,22.2478070217596,-72.9589561351311,518.494761669477,-19.5170078380641,87.343371467349,-106.862924628514,-201.246842796012,-21.4801917646751,-84.2256317964757,-34.8582293564189,-65.0605767585638,-23.1277765886979,-54.6332463767559,-6.83382340367256,-23.7115899596872,-0.711090135586914,-75.0376240542398,-15.8305243545125,29.3809640177025,172.651276569976,-35.7483923926772,-140.711010612433,NA,88.3391432486583,-6.81335030172073,39.1448932394946,-66.9030813294444,-17.5717490860112,-9.88461828492144,8.58255272040384,NA,-27.1116663437052,65.7391644438882,-15.8729474913569,NA,-0.379091588921596,84.0281986409476,-149.662810972292,-146.723390641389,-19.6771830576262,167.725741812735,-14.7539904226013,-51.5739815246127,-43.4292694473987,-8.46465835913373,-189.422557119124,-116.309620458501,-10.1962230513654,-38.7784060111073,-45.1679283795329,-56.3142287208131,5.58710086933854,69.1560835321416,-51.8091129497787,21.4309543737241,-212.303704461622,-26.9117039667965,-17.3125975149158,-21.020529186629,46.7182880919263,2.59015384970286,-7.7187778147305,47.479825073337,80.4494539258928,NA,25.5736692663928,-37.8350106221695,-137.470879542611,62.4561279395905,-8.27927863847918,-1.10674897103518,-47.930124590769,-30.7442419302438,160.153899685303,46.3550212136882,130.879599980733,-98.0832214367082,-93.0272231118664,69.077551201866,11.9571016020013,44.3591755209225,62.8807384839217,134.220843433945,-60.5451937459804,7.18110448335574,-10.4573265419165,NA
"657","to",43.5980670441047,-44.4178257543941,6.83182184535062,NA,-34.770033064134,-9.51384032157906,-21.3672995849537,263.865815337005,-110.613236846729,64.1410090556274,93.054258309095,-88.0964174998855,127.274447145262,-6.35981370240669,-83.8614444111799,-71.5373724484563,-105.387006111311,11.9730587251376,-35.1681590901663,86.0930375231087,79.935283832805,16.8964917154155,-15.0071081851232,-70.3490169861321,-38.57397921878,4.73803882479815,-28.1007304160267,-88.9905078313819,NA,29.5379034589683,31.8061374554724,-19.8300026144646,-27.9255109377422,2.31715989994226,-4.25736412563397,24.9479724708141,NA,-0.384697894096006,12.6350484578741,193.974468842087,NA,-6.42811856596619,-47.7481747671985,-17.32360534658,85.1810961482011,25.8531534195362,208.897907136785,58.7337412987353,65.8532091154924,-42.9530189443155,23.0104332441985,-309.310138541632,-101.416734901674,-11.4649971578226,-2.11934131869378,-55.0559549347437,74.9529263264858,-163.410136169021,-40.7831138272491,-29.6395497402348,-24.8767296605992,-104.380637225544,-9.72295656502466,-41.0202475539705,-27.3194525196544,195.413366608089,-7.13351743521035,66.1008366286481,29.2372776216776,513.637034408944,NA,97.9535687440766,-88.6410603506468,53.2935862478683,25.3299781038596,-3.08629366972775,19.0657211019969,-23.7731380110462,3.98868427072786,-15.4713144220399,53.5731804960946,24.1802415528741,146.813747346728,-63.5333262524919,86.7161225413851,27.2997772937921,-15.814626294977,48.5559827288158,239.636924409294,-49.3116122334442,40.9574369828747,-54.7034807215278,NA
"658","square",46.5895978279314,-99.8492267985054,16.6666726047698,NA,-48.6808055730815,-28.2231041767993,49.862913628473,-197.783727607267,-156.397239814316,-73.1750247317556,-100.367515374397,-18.6294317571426,0.231867262713587,2699.39943017306,-67.5898191817714,-112.179086264382,-84.7341474058168,-58.2286119025335,-98.0983336633453,13.2393156695462,-21.3584637521795,-10.3186719865893,-11.0681399233564,-40.3120317228929,-50.6640927458149,11.5645143151545,15.6039456306723,-205.431513393483,NA,29.1403830383484,114.567161941086,-6.88021090654625,354.119348278853,-5.46065807196459,-14.5118724442089,302.217132969994,NA,16.1613652066855,43.8432804299024,-141.720363824801,NA,-20.330064611877,-24.1954279509063,-42.002016598005,-108.62787743098,-5.20751953478869,70.5535764886856,117.758277856062,-42.0011721647177,-63.9055199504819,9.06025003753407,-135.534975696615,-62.2025060153272,-37.9274489449082,-30.4374707035207,-67.2799018243222,33.4186162318881,-44.4156620923014,32.0952808915323,-52.9786761593226,20.7386384080475,-139.2267716977,-28.1004513685683,165.395052524139,-68.7216058536035,50.0232095757638,-19.6861748653839,109.461607741891,-14.2776274750036,65.2618734428414,129.103332894844,125.193769788709,100.971039106308,85.7646546669103,51.5822777753214,16.5277363927694,40.7207809559328,4.91288882950809,48.5228318687846,-14.220886207354,20.1368619312818,-17.4210415914073,-75.9801902201444,-66.5211199712408,177.438979862347,35.6144259102105,-7.46702266317811,75.2054942390276,137.804762458596,-134.778775258517,-10.5952280161632,180.788827637695,NA
"659","one.",80.0938324360181,19.3664737235502,37.7492472250602,NA,-26.7254193186077,-26.3684722491892,-49.7521929782404,1883.04104386487,546.494761669477,152.482992161936,-7.65662853265102,139.137075371486,87.7531572039877,346.519808235325,105.774368203524,-67.8582293564189,-105.060576758564,76.8722234113021,33.3667536232441,-47.8338234036726,229.288410040313,0.288909864413086,17.9623759457602,-64.8305243545125,-105.619035982297,120.651276569976,-14.7483923926772,83.2889893875674,NA,173.339143248658,293.186649698279,120.144893239495,-56.9030813294444,-17.5717490860112,37.1153817150786,178.582552720404,NA,3.88833365629476,27.7391644438882,234.127052508643,NA,-16.3790915889216,628.028198640947,-49.6628109722925,NA,30.3228169423738,141.725741812735,180.246009577399,-35.5739815246127,-13.4292694473987,6.53534164086627,99.5774428808764,34.6903795414995,5.80377694863456,-39.7784060111073,31.8320716204671,19.6857712791869,-81.4128991306615,-32.8439164678584,-36.8091129497787,-25.5690456262759,144.696295538378,-1.9117039667965,-17.3125975149158,-52.020529186629,133.718288091926,-29.4098461502971,-40.7187778147305,-16.520174926663,202.449453925893,60.370962279624,-52.4263307336072,562.16498937783,-97.4708795426107,38.4561279395905,21.7207213615208,29.8932510289648,-93.930124590769,-14.7442419302438,-19.8461003146969,77.3550212136882,97.8795999807334,-98.0832214367082,10.9727768881336,211.077551201866,-7.04289839799872,28.3591755209225,60.8807384839217,197.220843433945,-106.54519374598,167.181104483356,-44.4573265419165,NA
"660","Confident,",-40.4188713882419,-57.2806278426168,32.501523364189,NA,-30.591578082029,-39.9323680320196,-86.9068731581002,-50.4332705515383,-26.1812427819021,-117.491058519139,-67.7892890578892,-102.1624460144,-121.810712619835,125.158674048519,-77.318193952363,-127.820800080307,-114.081288700323,-38.4302825302045,70.9714917634756,6.38559381598373,-9.65221133716403,-46.5338356885942,239.87082833841,51.7249535403463,138.24579372715,-3.60901019448917,9.30862167737122,-214.872518955585,NA,-181.257137382271,-72.6718135733001,116.069580801372,-33.8357925045512,-32.2384760438714,-54.7663807627838,129.486293469173,NA,-54.292571692533,41.0515124019306,-112.41519649169,NA,-32.2320106577878,111.357318865386,-16.6804278494299,1067.56314898984,83.7318075108864,55.2092458405862,-71.217185586611,71.1444465550721,-44.8580209566483,9.11006683086967,-133.759812851598,-61.9882771289804,-18.3899007319938,-43.7556000883477,14.4961512860993,-61.1156938627096,-30.4211880155814,-19.0263243896863,65.6821974215896,-11.6459935233057,-112.072906169856,-25.477946172112,-12.1896473977517,13.8762408124474,-113.366947456561,-48.2388322955575,-9.17762114486633,7.20746742831525,43.8867124767387,-3.43192587471691,-33.5660291666586,-181.416861436738,71.2357230859523,12.8345774467832,-23.8582335447334,30.3758408098687,184.598915670062,-42.9430205331587,127.029542007332,-9.29945663353095,-90.0223247356887,44.2258722129832,82.4910863100102,90.161837183309,-37.0709254733711,0.880580968620738,-62.1449942507606,-10.0273994921018,364.754061716411,97.852106984799,-65.7188640030825,NA
"661","he",113.598067044105,-5.41782575439409,32.8318218453506,NA,-22.770033064134,-14.513840321579,-13.3672995849537,450.865815337005,-30.6132368467293,1.14100905562741,91.054258309095,-119.096417499885,-100.725552854738,744.640186297593,-108.86144441118,-33.5373724484563,-35.3870061113107,-88.0269412748624,-19.1681590901663,63.0930375231087,-4.06471616719497,8.89649171541551,-31.0071081851232,-30.3490169861321,-15.57397921878,-54.2619611752018,-30.1007304160267,-112.990507831382,NA,-104.462096541032,-48.1938625445276,81.1699973855354,-52.9255109377422,-13.6828401000577,-5.25736412563397,-105.052027529186,NA,-40.384697894096,148.635048457874,294.974468842087,NA,-24.4281185659662,8.25182523280148,-37.32360534658,-74.8189038517989,175.853153419536,96.8979071367851,18.7337412987353,-29.1467908845076,437.046981055684,7.01043324419847,-50.3101385416323,-41.416734901674,-42.4649971578226,-1.11934131869378,-40.0559549347437,-39.0470736735142,-35.4101361690215,-7.78311382724909,140.360450259765,-8.87672966059924,251.619362774456,-25.7229565650247,22.9797524460295,-31.3194525196544,311.413366608089,-22.1335174352104,164.100836628648,-3.76272237832243,24.6370344089442,-18.3614083355957,815.953568744077,-135.641060350647,202.293586247868,-18.6700218961404,16.9137063302723,51.0657211019969,-65.7731380110461,31.9886842707279,-25.4713144220399,33.5731804960946,-8.81975844712588,-9.18625265327202,56.4666737475081,79.7161225413851,-50.7002227062079,16.185373705023,184.555982728816,161.636924409294,103.688387766556,72.9574369828747,9.29651927847218,NA
"662","remained,",186.333245915801,19.327222418411,8.04281067433418,NA,-37.6138849547921,4.99494793178543,-32.7144264614569,-70.5208848154704,589.264757959995,-122.662050072293,-73.9338456370161,-16.7791924500854,-48.5500676491976,181.718863079654,43.8638997402849,-106.660371626325,210.755496623304,-45.8798648732867,-111.29596459323,44.8490242793743,-6.3287744409179,-31.730044763093,-88.1139137270313,-96.5342927754635,-122.731677891091,-81.0656290670782,-11.8675473343035,179.98773243494,NA,147.342242722884,11.6379303052965,54.5821328743925,7.15299269129991,-13.7940215508947,-21.4527536831401,737.669003344378,NA,-39.4290874677283,55.4994544089236,451.508511675033,NA,-40.7565241463101,149.469132161313,-20.5108250365737,-61.4846076153652,41.4969757494676,103.295328502611,-31.9733197259427,-19.6419581248753,-74.6198957051067,24.8476126325358,-123.703603562852,-26.5418343505671,-19.5242877852224,-40.426067742141,-13.4478619915061,113.01788366094,-130.419806534761,16.5040769306183,-176.233020973638,3.70016445953258,241.388627448183,581.116427528774,31.4565275827209,-17.7732208540653,190.48059180152,-45.1006679380141,60.232186076823,-30.9138062975145,215.480502718264,-32.7981111823268,1283.12392057218,404.180113699024,73.1179559811918,-51.2284974710822,18.7382589396423,16.9620758463847,131.677408959924,29.9234425673271,-65.7830650463396,0.809623007672247,-94.8720039496183,221.174356604701,97.2380347396975,78.9811228530685,-26.3995876274757,-29.206319939329,102.192627871686,1074.68064099557,297.870852472679,42.7402732345584,258.658058907112,NA
